corridor,seller_id,n_orders,avg_delta,std_delta,avg_actual,std_actual,pct_late
SP_PR,527801b552d0077ffd170872eb49683b,9,-12.88888888888889,8.115485882626567,12.88888888888889,7.356025496904636,0.1111111111111111
SP_PR,53e4c6e0f4312d4d2107a8c9cddf45cd,18,-15.777777777777779,9.4964733736239,14.944444444444445,6.053411505066642,0.05555555555555555
SP_PR,54a1852d1b8f10312c55e906355666ee,10,-18.4,11.739770961233539,11.8,6.390965845976995,0.0
SP_PR,562fc2f2c2863ab7e79a9e4388a58a14,9,-17.0,4.8218253804964775,12.0,5.894913061275798,0.0
SP_PR,582d4f8675b945722eda7c0cb61ba4c7,6,-16.666666666666668,4.926120853842978,10.666666666666666,5.391351098441528,0.0
SP_PR,5a8e7d5003a1f221f9e1d6e411de7c23,5,-15.6,4.277849927241487,9.4,3.361547262794322,0.0
SP_PR,5d0363b33554b373851fc1622e4d5f3c,5,-14.4,6.877499545619759,11.8,5.06951674225463,0.0
SP_PR,5dceca129747e92ff8ef7a997dc4f8ca,12,-14.916666666666666,7.427936619562827,12.25,5.956280108194436,0.0
SP_PR,643214e62b870443ccbe55ab29a4dccf,5,-6.2,7.19027120489902,13.8,7.726577508832744,0.4
SP_PR,6560211a19b47992c3666cc44a7e94c0,79,-13.139240506329115,5.871998255989029,9.683544303797468,3.821478784105831,0.0
SP_PR,6860153b69cc696d5dcfe1cdaaafcf62,6,-14.166666666666666,9.282600210429546,9.666666666666666,4.0824829046386295,0.0
SP_PR,688756f717c462a206ad854c5027a64a,6,-12.666666666666666,5.00666222813829,7.5,1.8708286933869707,0.0
SP_PR,6a8b085f816a1f75f92dbac6eb545f8f,7,-7.285714285714286,23.442939844896344,20.0,20.623611064344026,0.2857142857142857
SP_PR,6d66611d7c44cc30ce351abc49a68421,6,-14.833333333333334,5.776388721914988,7.333333333333333,2.3380903889000244,0.0
SP_PR,6edacfd9f9074789dad6d62ba7950b9c,14,-13.714285714285714,5.836602955995385,8.571428571428571,5.402482132021649,0.0
SP_PR,7040e82f899a04d1b434b795a43b4617,5,-8.6,9.762171889492626,12.2,8.438009243891594,0.2
SP_PR,70a12e78e608ac31179aea7f8422044b,19,-13.421052631578947,5.708821531179075,11.68421052631579,5.812368340960004,0.05263157894736842
SP_PR,70eea00b476a314817cefde4aad4f89a,7,-11.0,9.46924847422786,14.857142857142858,6.51737604225738,0.14285714285714285
SP_PR,7142540dd4c91e2237acb7e911c4eba2,30,-15.0,7.134181923958621,13.033333333333333,6.071319423340357,0.03333333333333333
SP_PR,7722b1df1b0e383e000397b2c11e3e19,7,-15.428571428571429,3.8234863173611093,8.285714285714286,2.1380899352993947,0.0
SP_PR,7a67c85e85bb2ce8582c35f2203ad736,77,-13.597402597402597,4.724682501891252,10.506493506493506,3.8375683660064044,0.0
SP_PR,7aa4334be125fcdd2ba64b3180029f14,8,-13.25,5.175491695067657,14.25,7.995534467974697,0.0
SP_PR,7ad32824caee82087b3e2e5f33b1bf32,10,-9.9,8.171087238958268,12.4,5.796550698475775,0.1
SP_PR,7c67e1448b00f6e969d365cea6b010ab,39,-13.0,8.432393679015155,22.076923076923077,7.620556048867242,0.07692307692307693
SP_PR,7d13fca15225358621be4086e1eb0964,29,-14.137931034482758,9.70538929053277,14.96551724137931,7.267750480329865,0.13793103448275862
SP_PR,7d76b645482be4a332374e8223836592,15,-11.933333333333334,6.808258290662962,11.533333333333333,5.436210164478647,0.06666666666666667
